"",".","miRNA"
"hsa-mir-9-1_hsa-miR-9-3p",0.000276978593118287,"hsa-miR-9-3p"
"hsa-mir-323b_hsa-miR-323b-3p",0.00023410605676451,"hsa-miR-323b-3p"
"hsa-mir-653_hsa-miR-653-3p",0.000567548698220337,"hsa-miR-653-3p"
"hsa-mir-3688-1_hsa-miR-3688-3p",6.66886371961105e-06,"hsa-miR-3688-3p"
"hsa-mir-937_hsa-miR-937-3p",0.000638492172597295,"hsa-miR-937-3p"
"hsa-mir-9-2_hsa-miR-9-3p",0.000155848605357798,"hsa-miR-9-3p"
"hsa-mir-515-1_hsa-miR-515-3p",4.48817696160862e-05,"hsa-miR-515-3p"
"hsa-mir-6750_hsa-miR-6750-5p",5.88797472605497e-05,"hsa-miR-6750-5p"
"hsa-mir-3912_hsa-miR-3912-5p",2.36829400566854e-05,"hsa-miR-3912-5p"
"hsa-mir-6884_hsa-miR-6884-5p",0.000590933011467518,"hsa-miR-6884-5p"
"hsa-mir-6820_hsa-miR-6820-5p",0.000247487686330195,"hsa-miR-6820-5p"
"hsa-mir-6842_hsa-miR-6842-5p",0.000749278287197928,"hsa-miR-6842-5p"
"hsa-mir-615_hsa-miR-615-5p",0.000411511320235326,"hsa-miR-615-5p"
"hsa-mir-130b_hsa-miR-130b-3p",0.00214882679215306,"hsa-miR-130b-3p"
"hsa-mir-7109_hsa-miR-7109-5p",0.000434300634685123,"hsa-miR-7109-5p"
"hsa-mir-6821_hsa-miR-6821-5p",0.000175981271042462,"hsa-miR-6821-5p"
"hsa-mir-17_hsa-miR-17-3p",0.00154783979555861,"hsa-miR-17-3p"
"hsa-mir-512-2_hsa-miR-512-5p",6.12268419633281e-05,"hsa-miR-512-5p"
"hsa-mir-501_hsa-miR-501-3p",0.000398153159701094,"hsa-miR-501-3p"
"hsa-mir-365a_hsa-miR-365a-5p",8.98204417384269e-05,"hsa-miR-365a-5p"
"hsa-mir-6766_hsa-miR-6766-3p",0.000451524768074388,"hsa-miR-6766-3p"
"hsa-mir-548ap_hsa-miR-548ap-5p",0.000255559744373121,"hsa-miR-548ap-5p"
"hsa-mir-5192_hsa-miR-5192",0.000109614996042046,"hsa-miR-5192"
"hsa-mir-3944_hsa-miR-3944-3p",0.000254229654093688,"hsa-miR-3944-3p"
"hsa-mir-6787_hsa-miR-6787-3p",0.000356030491205261,"hsa-miR-6787-3p"
"hsa-mir-106b_hsa-miR-106b-3p",0.00162533239604996,"hsa-miR-106b-3p"
"hsa-mir-521-2_hsa-miR-521",0.00044205312590782,"hsa-miR-521"
"hsa-mir-1972-2_hsa-miR-1972",0.000519620811150307,"hsa-miR-1972"
"hsa-mir-1287_hsa-miR-1287-3p",0.00017645927495237,"hsa-miR-1287-3p"
"hsa-mir-4787_hsa-miR-4787-3p",0.00118221784671261,"hsa-miR-4787-3p"
"hsa-mir-146a_hsa-miR-146a-5p",0.000638190736884963,"hsa-miR-146a-5p"
"hsa-mir-5006_hsa-miR-5006-3p",0.000419088431862216,"hsa-miR-5006-3p"
"hsa-mir-6770-2_hsa-miR-6770-5p",0.000446513564162953,"hsa-miR-6770-5p"
"hsa-mir-526b_hsa-miR-526b-5p",0.000590671452384303,"hsa-miR-526b-5p"
"hsa-mir-4667_hsa-miR-4667-3p",0.000163606255716707,"hsa-miR-4667-3p"
"hsa-mir-222_hsa-miR-222-3p",0.00128973070096823,"hsa-miR-222-3p"
"hsa-mir-6783_hsa-miR-6783-3p",2.27039220480268e-05,"hsa-miR-6783-3p"
"hsa-mir-5090_hsa-miR-5090",0.000694955281929497,"hsa-miR-5090"
"hsa-mir-1296_hsa-miR-1296-5p",0.000510095872135106,"hsa-miR-1296-5p"
"hsa-mir-328_hsa-miR-328-3p",0.000245646985052202,"hsa-miR-328-3p"
"hsa-mir-592_hsa-miR-592",0.000143700318606561,"hsa-miR-592"
"hsa-mir-6779_hsa-miR-6779-5p",0.000803891196491351,"hsa-miR-6779-5p"
"hsa-mir-197_hsa-miR-197-5p",0.0010193228040602,"hsa-miR-197-5p"
"hsa-mir-6800_hsa-miR-6800-3p",0.00019469823763371,"hsa-miR-6800-3p"
"hsa-mir-3064_hsa-miR-3064-5p",0.000716344535361984,"hsa-miR-3064-5p"
"hsa-mir-211_hsa-miR-211-5p",0.0001041139579562,"hsa-miR-211-5p"
"hsa-mir-423_hsa-miR-423-3p",0.00121070396001066,"hsa-miR-423-3p"
"hsa-mir-512-1_hsa-miR-512-5p",8.57149161969321e-05,"hsa-miR-512-5p"
"hsa-mir-4700_hsa-miR-4700-5p",0.000359697218078726,"hsa-miR-4700-5p"
"hsa-mir-889_hsa-miR-889-3p",0.000741005191248358,"hsa-miR-889-3p"
"hsa-mir-876_hsa-miR-876-3p",0.000698964792650724,"hsa-miR-876-3p"
"hsa-mir-4511_hsa-miR-4511",0.000178109159501427,"hsa-miR-4511"
"hsa-mir-378e_hsa-miR-378e",0.000643608459945672,"hsa-miR-378e"
"hsa-mir-4668_hsa-miR-4668-5p",3.06644124919303e-05,"hsa-miR-4668-5p"
"hsa-mir-7850_hsa-miR-7850-5p",0.000469316550492284,"hsa-miR-7850-5p"
"hsa-mir-548aq_hsa-miR-548aq-5p",0.000450804251900745,"hsa-miR-548aq-5p"
"hsa-mir-188_hsa-miR-188-5p",0.000857551553441935,"hsa-miR-188-5p"
"hsa-mir-19b-2_hsa-miR-19b-2-5p",0.000249464132920837,"hsa-miR-19b-2-5p"
"hsa-mir-521-1_hsa-miR-521",0.000246256311294126,"hsa-miR-521"
"hsa-mir-1538_hsa-miR-1538",0.000343285841187613,"hsa-miR-1538"
"hsa-mir-520d_hsa-miR-520d-3p",0.000231748730438304,"hsa-miR-520d-3p"
"hsa-mir-1301_hsa-miR-1301-3p",0.000313214259076069,"hsa-miR-1301-3p"
"hsa-mir-4660_hsa-miR-4660",0.000776027305999936,"hsa-miR-4660"
"hsa-mir-4758_hsa-miR-4758-3p",0.000317631370582199,"hsa-miR-4758-3p"
"hsa-mir-6777_hsa-miR-6777-5p",0.000201179121269689,"hsa-miR-6777-5p"
"hsa-mir-516b-2_hsa-miR-516b-5p",0.000613586721235772,"hsa-miR-516b-5p"
"hsa-mir-3622a_hsa-miR-3622a-3p",9.7470790218764e-05,"hsa-miR-3622a-3p"
"hsa-mir-369_hsa-miR-369-5p",0.000175181863390378,"hsa-miR-369-5p"
"hsa-mir-3688-2_hsa-miR-3688-5p",0.00045655076862197,"hsa-miR-3688-5p"
"hsa-mir-29b-2_hsa-miR-29b-2-5p",0.000380486316809971,"hsa-miR-29b-2-5p"
"hsa-mir-1283-2_hsa-miR-1283",0.000309631193166266,"hsa-miR-1283"
"hsa-mir-6866_hsa-miR-6866-5p",0.000328357923138509,"hsa-miR-6866-5p"
"hsa-mir-548ar_hsa-miR-548ar-5p",8.47251525040057e-05,"hsa-miR-548ar-5p"
"hsa-mir-4683_hsa-miR-4683",0.000394216025412014,"hsa-miR-4683"
"hsa-mir-34c_hsa-miR-34c-3p",0.000195753853144668,"hsa-miR-34c-3p"
"hsa-mir-181b-2_hsa-miR-181b-5p",0.001843565547983,"hsa-miR-181b-5p"
"hsa-mir-103a-2_hsa-miR-103a-3p",0.00179176201386417,"hsa-miR-103a-3p"
"hsa-mir-3199-2_hsa-miR-3199",0.000352417903697101,"hsa-miR-3199"
"hsa-mir-301a_hsa-miR-301a-3p",0.000156804527018363,"hsa-miR-301a-3p"
"hsa-mir-548aj-2_hsa-miR-548aj-5p",0.00010441875901236,"hsa-miR-548aj-5p"
"hsa-mir-186_hsa-miR-186-5p",0.00177049879154955,"hsa-miR-186-5p"
"hsa-mir-1972-1_hsa-miR-1972",0.000494466039997792,"hsa-miR-1972"
"hsa-mir-103a-1_hsa-miR-103a-3p",0.00183674453299,"hsa-miR-103a-3p"
"hsa-mir-4748_hsa-miR-4748",0.000625043335162812,"hsa-miR-4748"
"hsa-mir-516a-2_hsa-miR-516a-5p",0.000489490282511456,"hsa-miR-516a-5p"
"hsa-mir-376b_hsa-miR-376b-5p",0.000302449150684431,"hsa-miR-376b-5p"
"hsa-mir-3140_hsa-miR-3140-5p",0.000338385385549959,"hsa-miR-3140-5p"
"hsa-mir-129-1_hsa-miR-129-1-3p",2.01581679827733e-05,"hsa-miR-129-1-3p"
"hsa-mir-4722_hsa-miR-4722-5p",0.000214608697495869,"hsa-miR-4722-5p"
"hsa-mir-6789_hsa-miR-6789-3p",0.000549164030232571,"hsa-miR-6789-3p"
"hsa-mir-4474_hsa-miR-4474-3p",0.000408600565324045,"hsa-miR-4474-3p"
"hsa-mir-4324_hsa-miR-4324",0.000359887298468368,"hsa-miR-4324"
"hsa-mir-1297_hsa-miR-1297",0.000706682997280344,"hsa-miR-1297"
"hsa-mir-6838_hsa-miR-6838-5p",0.00031907341823127,"hsa-miR-6838-5p"
"hsa-mir-3192_hsa-miR-3192-5p",0.000347563342158104,"hsa-miR-3192-5p"
"hsa-mir-519c_hsa-miR-519c-3p",0.000577879161737517,"hsa-miR-519c-3p"
"hsa-mir-514b_hsa-miR-514b-5p",0.000579433158256725,"hsa-miR-514b-5p"
"hsa-mir-148a_hsa-miR-148a-3p",0.00134219355494506,"hsa-miR-148a-3p"
"hsa-mir-6833_hsa-miR-6833-3p",4.40447686726779e-05,"hsa-miR-6833-3p"
